nosaukums,Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
Grundenberga,1796,0,0,0,0,0,0,2022,9.3,8.9,0,2,60,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Grundenberga,1797,0,0,0,0,0,0,2022,9.3,8.9,0,3,80,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Grundenberga,1798,0,0,0,0,0,0,2022,9.3,8.9,0,4,100,32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
 ,1799,0,0,0,0,0,0,2019,9,8.2,0,2,80,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Jaunāmuiža Apartamenti,1800,0,0,0,0,0,0,2019,9,8.2,0,2,53,20,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Jaunāmuiža Apartamenti,1801,0,0,0,0,0,0,2019,9,8.2,0,2,63,29,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Balvu centrs,1802,0,0,0,0,0,0,2023,7.3,9.2,2,2,45,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Balvu centrs,1803,0,0,0,0,0,0,2023,7.3,9.2,2,3,47,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Balvu centrs,1804,0,0,0,0,0,0,2023,7.3,9.2,2,4,50,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Balvu centrs,1805,0,0,0,0,0,0,2023,7.3,9.2,2,5,53,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Balvu centrs,1806,0,0,0,0,0,0,2023,7.3,9.2,2,6,56,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Balvu centrs,1807,0,0,0,0,0,0,2023,7.3,9.2,2,1,42,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Apartamenti Bulvāris,1808,0,0,0,0,0,0,2018,9.5,9.4,2,2,50,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Apartamenti Bulvāris,1809,0,0,0,0,0,0,2018,9.5,9.4,2,3,80,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Apartamenti Bulvāris,1810,0,0,0,0,0,0,2018,9.5,9.4,2,4,100,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
DvīņuMājas,1811,0,0,0,0,0,0,2014,9.1,9.8,2,2,100,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1812,0,0,0,0,0,0,2014,9.1,9.8,2,3,120,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1813,0,0,0,0,0,0,2014,9.1,9.8,2,4,140,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1814,0,0,0,0,0,0,2014,9.1,9.8,2,5,160,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1815,0,0,0,0,0,0,2014,9.1,9.8,2,6,180,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1816,0,0,0,0,0,0,2014,9.1,9.8,2,7,200,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
DvīņuMājas,1817,0,0,0,0,0,0,2014,9.1,9.8,2,1,80,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
Šaha Kluba Apartamenti,1818,0,0,0,0,0,0,2014,9.7,9.9,0,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Šaha Kluba Apartamenti,1819,0,0,0,0,0,0,2014,9.7,9.9,0,2,80,65,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Šaha Kluba Apartamenti,1820,0,0,0,0,0,0,2014,9.7,9.9,1,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Good J&I apartment,1821,0,0,0,0,0,0,2023,9.7,9.5,2,2,61,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Good J&I apartment,1822,0,0,0,0,0,0,2023,9.7,9.5,2,3,65,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Good J&I apartment,1823,0,0,0,0,0,0,2023,9.7,9.5,2,4,72,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Good J&I apartment,1824,0,0,0,0,0,0,2023,9.7,9.5,2,1,58,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Motel Sapnis,1825,0,0,0,0,0,0,2014,7.9,8,0,2,40,18,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
Estate Holiday home,1826,0,0,0,0,0,0,2017,9.5,9.4,3,2,99,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Estate Holiday home,1827,0,0,0,0,0,0,2017,9.5,9.4,3,3,113,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Estate Holiday home,1828,0,0,0,0,0,0,2017,9.5,9.4,3,4,122,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Estate Holiday home,1829,0,0,0,0,0,0,2017,9.5,9.4,3,5,140,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Estate Holiday home,1830,0,0,0,0,0,0,2017,9.5,9.4,3,6,144,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Estate Holiday home,1831,0,0,0,0,0,0,2017,9.5,9.4,3,1,90,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Tūrisma mītne ZVIEDRI,1832,0,0,0,0,0,0,2022,9.4,9.9,1,2,58,37,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Centra apartamenti,1833,0,0,0,0,0,0,2023,9.8,9.7,1,2,69,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Centra apartamenti,1834,0,0,0,0,0,0,2023,9.8,9.7,1,3,73,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Centra apartamenti,1835,0,0,0,0,0,0,2023,9.8,9.7,1,4,77,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Centra apartamenti,1836,0,0,0,0,0,0,2023,9.8,9.7,1,1,65,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Rudzupuķes,1837,0,0,0,0,0,0,2016,8.4,8.5,0,2,48,25,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
Rudzupuķes,1838,0,0,0,0,0,0,2016,8.4,8.5,0,2,63,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
Rudzupuķes,1839,0,0,0,0,0,0,2016,8.4,8.5,0,3,66,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
Rudzupuķes,1840,0,0,0,0,0,0,2016,8.4,8.5,0,1,33,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
Meža māja,1841,0,0,0,0,0,0,2020,9.4,9.5,1,3,70,25,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
kvartira,1842,0,0,0,0,0,0,2022,8.1,8.4,1,2,42,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
kvartira,1843,0,0,0,0,0,0,2022,8.1,8.4,1,3,43,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
kvartira,1844,0,0,0,0,0,0,2022,8.1,8.4,1,4,45,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
kvartira,1845,0,0,0,0,0,0,2022,8.1,8.4,1,1,41,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Rēzijas,1846,0,0,0,0,0,0,2013,9.4,9.5,0,2,45,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Rēzijas,1847,0,0,0,0,0,0,2013,9.4,9.5,0,2,50,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Rēzijas,1848,0,0,0,0,0,0,2013,9.4,9.5,0,5,70,60,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Sniegi Apartments,1849,0,0,0,0,0,0,2019,9.4,9.4,3,2,85,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1850,0,0,0,0,0,0,2019,9.4,9.4,3,3,86,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1851,0,0,0,0,0,0,2019,9.4,9.4,3,4,98,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1852,0,0,0,0,0,0,2019,9.4,9.4,3,5,108,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1853,0,0,0,0,0,0,2019,9.4,9.4,3,6,157,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1854,0,0,0,0,0,0,2019,9.4,9.4,3,7,187,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sniegi Apartments,1855,0,0,0,0,0,0,2019,9.4,9.4,3,8,213,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1856,0,0,0,0,0,0,2015,7.6,7.6,0,2,45,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1857,0,0,0,0,0,0,2015,7.6,7.6,0,1,35,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1858,0,0,0,0,0,0,2015,7.6,7.6,0,2,50,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1859,0,0,0,0,0,0,2015,7.6,7.6,0,1,40,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1860,0,0,0,0,0,0,2015,7.6,7.6,0,2,60,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1861,0,0,0,0,0,0,2015,7.6,7.6,0,1,50,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
Elen White Apartment,1862,0,0,0,0,0,0,2019,9.4,9.5,1,2,58,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Elen White Apartment,1863,0,0,0,0,0,0,2019,9.4,9.5,1,4,63,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1864,0,0,0,0,0,0,2022,9,9,2,2,85,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1865,0,0,0,0,0,0,2022,9,9,2,3,88,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1866,0,0,0,0,0,0,2022,9,9,2,4,90,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1867,0,0,0,0,0,0,2022,9,9,2,5,95,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1868,0,0,0,0,0,0,2022,9,9,2,6,99,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Guest House 'Selgas', Engure",1869,0,0,0,0,0,0,2022,9,9,2,7,104,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
DvīņuMājas Vintage B&B,1870,0,0,0,0,0,0,2019,7.9,9,1,2,52,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
DvīņuMājas Vintage B&B,1871,0,0,0,0,0,0,2019,7.9,9,1,3,72,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
DvīņuMājas Vintage B&B,1872,0,0,0,0,0,0,2019,7.9,9,1,4,142,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
DvīņuMājas Vintage B&B,1873,0,0,0,0,0,0,2019,7.9,9,1,1,32,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Kempings Kalnavoti,1874,0,0,0,0,0,0,2019,9.4,9.6,0,2,100,60,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Kempings Kalnavoti,1875,0,0,0,0,0,0,2019,9.4,9.6,0,6,150,75,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Wolf Cottage,1876,0,0,0,0,0,0,2023,9.9,9.6,1,2,86,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
Wolf Cottage,1877,0,0,0,0,0,0,2023,9.9,9.6,1,3,90,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
Wolf Cottage,1878,0,0,0,0,0,0,2023,9.9,9.6,1,4,95,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
Wolf Cottage,1879,0,0,0,0,0,0,2023,9.9,9.6,1,1,81,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
Design apartments Jūrmāja,1880,0,0,0,0,0,0,2021,9.8,9.7,1,2,100,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Design apartments Jūrmāja,1881,0,0,0,0,0,0,2021,9.8,9.7,1,3,107,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bērzlejas2,1882,0,0,0,0,0,0,2022,9.4,9.7,1,2,70,20,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Bērzlejas2,1883,0,0,0,0,0,0,2022,9.4,9.7,1,1,63,20,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Melīna,1884,0,0,0,0,0,0,2018,9.3,8.8,1,2,39,29,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Melīna,1885,0,0,0,0,0,0,2018,9.3,8.8,1,1,34,29,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Brīvdienu māja Saule,1886,0,0,0,0,0,0,2019,9.6,9.3,2,2,153,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Brīvdienu māja Saule,1887,0,0,0,0,0,0,2019,9.6,9.3,2,3,181,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Brīvdienu māja Saule,1888,0,0,0,0,0,0,2019,9.6,9.3,2,4,200,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Brīvdienu māja Saule,1889,0,0,0,0,0,0,2019,9.6,9.3,2,5,219,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Brīvdienu māja Saule,1890,0,0,0,0,0,0,2019,9.6,9.3,2,6,237,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1891,0,0,0,0,0,0,2023,10,10,4,10,370,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1892,0,0,0,0,0,0,2023,10,10,4,11,383,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1893,0,0,0,0,0,0,2023,10,10,4,12,397,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1894,0,0,0,0,0,0,2023,10,10,4,13,410,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1895,0,0,0,0,0,0,2023,10,10,4,14,423,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1896,0,0,0,0,0,0,2023,10,10,4,15,436,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1897,0,0,0,0,0,0,2023,10,10,4,16,449,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1898,0,0,0,0,0,0,2023,10,10,4,17,462,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Holiday home Migliņas,1899,0,0,0,0,0,0,2023,10,10,4,18,475,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Elen,1900,0,0,0,0,0,0,2022,8.9,9,2,3,56,55,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Elen,1901,0,0,0,0,0,0,2022,8.9,9,2,4,65,55,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Three By The Sea apartments at Albatross Home,1902,0,0,0,0,0,0,2023,9.9,9.9,1,2,72,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
Three By The Sea apartments at Albatross Home,1903,0,0,0,0,0,0,2023,9.9,9.9,1,3,78,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
Three By The Sea apartments at Albatross Home,1904,0,0,0,0,0,0,2023,9.9,9.9,1,4,83,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
Three By The Sea apartments at Albatross Home,1905,0,0,0,0,0,0,2023,9.9,9.9,1,2,72,35,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
Three By The Sea apartments at Albatross Home,1906,0,0,0,0,0,0,2023,9.9,9.9,1,3,78,35,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
Three By The Sea apartments at Albatross Home,1907,0,0,0,0,0,0,2023,9.9,9.9,1,4,83,35,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
"Kolka, Latvia",1908,0,0,0,0,0,0,2023,9.1,8.2,1,2,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Atbrīvošanas aleja 80,1909,0,0,0,0,0,0,2019,9.3,9.7,1,2,45,33,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Lauvas Līcis,1910,0,0,0,0,0,0,2017,9.5,9.3,0,2,45,29,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lauvas Līcis,1911,0,0,0,0,0,0,2017,9.5,9.3,0,3,65,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Cesis Boulevard Apartments,1912,0,0,0,0,0,0,2019,9.6,9.7,0,2,65,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1913,0,0,0,0,0,0,2019,9.6,9.7,0,2,75,24,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1914,0,0,0,0,0,0,2019,9.6,9.7,1,2,95,31,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1915,0,0,0,0,0,0,2019,9.6,9.7,1,3,105,31,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1916,0,0,0,0,0,0,2019,9.6,9.7,1,4,115,31,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1917,0,0,0,0,0,0,2019,9.6,9.7,1,2,105,41,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1918,0,0,0,0,0,0,2019,9.6,9.7,1,3,110,41,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cesis Boulevard Apartments,1919,0,0,0,0,0,0,2019,9.6,9.7,1,4,115,41,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Sonia Apartments,1920,0,0,0,0,0,0,2014,9.1,8.9,2,2,100,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1921,0,0,0,0,0,0,2014,9.1,8.9,2,3,110,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1922,0,0,0,0,0,0,2014,9.1,8.9,2,3,118,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1923,0,0,0,0,0,0,2014,9.1,8.9,2,4,120,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1924,0,0,0,0,0,0,2014,9.1,8.9,2,4,126,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1925,0,0,0,0,0,0,2014,9.1,8.9,2,5,130,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1926,0,0,0,0,0,0,2014,9.1,8.9,2,6,133,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1927,0,0,0,0,0,0,2014,9.1,8.9,2,6,140,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1928,0,0,0,0,0,0,2014,9.1,8.9,3,2,107,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1929,0,0,0,0,0,0,2014,9.1,8.9,3,3,117,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1930,0,0,0,0,0,0,2014,9.1,8.9,3,4,127,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1931,0,0,0,0,0,0,2014,9.1,8.9,3,5,137,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Sonia Apartments,1932,0,0,0,0,0,0,2014,9.1,8.9,3,6,147,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Simple & Elegant Apartment,1933,0,0,0,0,0,0,2019,9.6,9.5,1,1,100,64,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Simple & Elegant Apartment,1934,0,0,0,0,0,0,2019,9.6,9.5,1,1,105,64,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Simple & Elegant Apartment,1935,0,0,0,0,0,0,2019,9.6,9.5,1,1,124,64,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Gulbju māja - Swan house,1936,0,0,0,0,0,0,2019,9.3,9.7,1,2,45,12,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
Gulbju māja - Swan house,1937,0,0,0,0,0,0,2019,9.3,9.7,1,1,40,12,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
Estere,1938,0,0,0,0,0,0,2012,9.8,9.8,1,2,75,80,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Estere,1939,0,0,0,0,0,0,2012,9.8,9.8,1,3,86,80,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Estere,1940,0,0,0,0,0,0,2012,9.8,9.8,1,4,105,80,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Estere,1941,0,0,0,0,0,0,2012,9.8,9.8,1,5,119,80,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Estere,1942,0,0,0,0,0,0,2012,9.8,9.8,1,6,125,80,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Ķērpji,1943,0,0,0,0,0,0,2013,9,9.2,1,2,52,45,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Ķērpji,1944,0,0,0,0,0,0,2013,9,9.2,1,3,57,45,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Ķērpji,1945,0,0,0,0,0,0,2013,9,9.2,2,3,80,75,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Ķērpji,1946,0,0,0,0,0,0,2013,9,9.2,2,4,85,75,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Mednieki Kalvene,1947,0,0,0,0,0,0,2018,9.7,9.7,1,2,90,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Mednieki Kalvene,1948,0,0,0,0,0,0,2018,9.7,9.7,1,3,115,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Mednieki Kalvene,1949,0,0,0,0,0,0,2018,9.7,9.7,1,4,140,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
B&B Sandra,1950,0,0,0,0,0,0,2020,9.3,9.3,0,2,45,40,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
B&B Sandra,1951,0,0,0,0,0,0,2020,9.3,9.3,0,1,41,40,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Apartment Sanita,1952,0,0,0,0,0,0,2023,9.7,9.3,0,4,53,34,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Wake nams ar pirtiņu,1953,0,0,0,0,0,0,2023,9.3,9.6,0,2,70,15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Butterfly House,1954,0,0,0,0,0,0,2020,8.3,8.3,1,2,29,25,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Butterfly House,1955,0,0,0,0,0,0,2020,8.3,8.3,1,4,38,60,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Butterfly House,1956,0,0,0,0,0,0,2020,8.3,8.3,2,6,43,70,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Butterfly House,1957,0,0,0,0,0,0,2020,8.3,8.3,2,8,43,120,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
Apartments Vitenberg,1958,0,0,0,0,0,0,2015,9.4,9.9,1,2,70,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1959,0,0,0,0,0,0,2015,9.4,9.9,1,3,77,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1960,0,0,0,0,0,0,2015,9.4,9.9,1,1,63,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1961,0,0,0,0,0,0,2015,9.4,9.9,1,2,73,40,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1962,0,0,0,0,0,0,2015,9.4,9.9,1,3,80,40,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1963,0,0,0,0,0,0,2015,9.4,9.9,1,1,66,40,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1964,0,0,0,0,0,0,2015,9.4,9.9,1,2,80,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1965,0,0,0,0,0,0,2015,9.4,9.9,1,3,88,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1966,0,0,0,0,0,0,2015,9.4,9.9,1,1,72,50,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1967,0,0,0,0,0,0,2015,9.4,9.9,1,2,100,33,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1968,0,0,0,0,0,0,2015,9.4,9.9,1,1,90,33,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1969,0,0,0,0,0,0,2015,9.4,9.9,1,2,105,43,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1970,0,0,0,0,0,0,2015,9.4,9.9,1,3,116,43,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Apartments Vitenberg,1971,0,0,0,0,0,0,2015,9.4,9.9,1,1,95,43,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
