Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
2015,9.1,9.3,0,5,157,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,6,167,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,5,162,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,6,172,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,7,182,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,8,192,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.8,9.8,1,2,110,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.8,9.8,1,3,125,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.8,9.8,1,4,140,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.6,9.1,1,2,75,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,3,95,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,4,110,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,1,45,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,2,85,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,3,110,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,4,130,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,1,55,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2014,8.2,8.7,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,8.2,8.7,0,2,55,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,8.2,8.7,0,2,70,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,8.2,8.7,0,2,80,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,8.2,8.7,0,5,90,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,8.2,8.7,0,4,75,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,9.2,9,0,2,15,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,3,22,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,4,29,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,5,36,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,6,43,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,2,30,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,2,40,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,3,46,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,4,52,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,5,58,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,6,64,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,7,70,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,8,76,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,2,50,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,9.2,9,0,4,70,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,8.4,9.2,0,2,39,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,8.4,9.2,0,1,34,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,8.4,9.2,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,8.4,9.2,0,3,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,8.4,9.2,0,4,58,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.1,8.3,0,2,60,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014,8.1,8.3,0,2,72,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014,8.1,8.3,0,2,86,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014,8.1,8.3,0,2,108,56,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014,8.1,8.3,0,4,117,33,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014,8.1,8.3,0,1,41,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,7.9,8.3,0,2,29,15,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,1,27,15,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,2,43,30,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,1,40,30,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,2,54,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,3,62,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,4,70,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.3,0,1,50,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2005,8.4,9.6,0,2,92,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2005,8.4,9.6,0,2,102,20,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2005,8.4,9.6,0,2,104,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2005,8.4,9.6,0,2,114,25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2005,8.4,9.6,0,2,109,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2022,9,8.5,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2022,9,8.5,0,1,45,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2022,9,8.5,0,3,65,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2022,9,8.5,0,4,80,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2012,9.1,9.6,0,2,50,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,2,70,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,1,60,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,2,55,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,2,75,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,1,65,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,2,80,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,3,60,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,3,90,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,9.1,9.6,0,1,70,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2013,8.8,9.4,0,2,48,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.8,9.4,0,1,30,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,9.2,9.6,0,2,70,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,1,60,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,2,75,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,3,85,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,1,70,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,2,75,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,1,65,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,2,80,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,3,90,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,4,100,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,1,75,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,2,85,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,3,95,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,4,105,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,1,80,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,2,100,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,3,110,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2020,9.2,9.6,0,4,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2015,9,9.1,0,2,55,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,3,70,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,2,60,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,3,75,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,2,63,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,1,50,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,2,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,3,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,4,95,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,2,80,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2015,9,9.1,0,3,95,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2014,9.2,9.1,0,2,35,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2014,9.2,9.1,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2014,9.2,9.1,0,1,25,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2014,8.4,9.1,0,2,69,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,88,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,96,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,101,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,109,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,1,81,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,115,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,123,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,128,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,137,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,1,108,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,133,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,2,141,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,147,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,3,155,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2014,8.4,9.1,0,1,127,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2011,8.2,9.1,0,2,57,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2010,8.4,8.3,0,2,95,25,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
2010,8.4,8.3,0,2,85,25,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
2010,7.8,9.1,0,2,46,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,7.8,9.1,0,4,66,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,7.8,9.1,0,1,29,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.5,8.6,2,2,60,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,3,79,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,4,80,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,5,100,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,6,105,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,1,50,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,2,60,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,3,80,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,4,85,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2016,9.5,8.6,2,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2022,9.6,9.5,1,2,68,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.6,9.5,1,3,72,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.6,9.5,1,2,70,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.6,9.5,1,3,77,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2017,9.1,9.1,0,2,40,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.1,9.1,0,2,40,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.1,9.1,0,2,40,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.1,9.1,0,4,55,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,2,40,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,1,30,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,2,45,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,1,35,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,2,65,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,9.5,0,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,9.5,9.8,1,3,59,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,9.5,9.8,1,4,67,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020,8.4,8.4,0,2,53,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,63,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,1,57,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,98,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,108,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,118,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,138,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,148,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,2,150,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,3,148,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,3,83,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,3,158,37,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,3,178,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,3,188,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,98,58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,108,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,118,59,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,198,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,218,59,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2020,8.4,8.4,0,4,227,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
2019,9.1,9.1,1,2,105,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,1,90,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,2,115,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,1,100,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,2,120,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,3,130,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,4,140,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,1,110,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,3,145,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,3,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,4,150,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,4,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,5,155,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.1,9.1,1,6,170,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2012,9.2,8.8,1,3,48,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2012,9.2,8.8,1,4,50,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2012,9.2,8.8,1,1,45,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2016,9.1,9.3,1,2,77,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,3,81,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,4,90,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,5,104,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,6,117,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,7,131,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,8,149,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,1,182,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.9,8.6,0,2,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2009,7.9,8.6,0,2,85,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2009,7.9,8.6,0,1,51,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2010,8,9.2,0,2,49,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2010,8,9.2,0,2,59,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2010,8,9.2,0,2,69,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2010,8,9.2,0,4,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2010,8,9.2,0,6,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2010,8,9.2,0,11,260,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2014,9.1,9.6,1,2,81,55,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2014,9.1,9.6,1,2,81,70,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2014,9.1,9.6,1,4,108,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2014,9.1,9.6,1,6,108,85,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2012,8.1,8.3,0,2,45,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
2012,8.1,8.3,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
2010,8.4,9.7,1,2,55,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,1,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,2,55,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,3,60,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,4,65,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,5,70,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,8.4,9.7,1,5,90,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9,9.2,1,2,39,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9,9.2,1,3,46,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9,9.2,1,4,53,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9,9.2,1,1,36,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9.7,9.5,2,2,215,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,3,220,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,4,225,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,5,230,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,6,235,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,7,240,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,8,245,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,9,250,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,10,255,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,11,260,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,12,265,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,13,270,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,14,275,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,15,280,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.7,9.5,2,1,210,120,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2013,9.1,9.1,0,2,50,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,9.1,9.1,0,3,65,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,9.1,9.1,0,1,30,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
