Numurs,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
229,2009,7.9,9.6,0,2,161,35,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
230,2009,7.9,9.6,0,3,107,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
231,2009,7.9,9.6,0,3,128,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
232,2009,7.9,9.6,0,4,156,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
233,2000,8.8,9.6,0,2,47,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
234,2000,8.8,9.6,0,2,48,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
235,2000,8.8,9.6,0,3,56,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
236,2000,8.8,9.6,0,2,65,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
237,2000,8.8,9.6,0,2,89,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
238,2000,8.8,9.6,0,4,94,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
239,2012,7.8,8,0,2,23,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
240,2012,7.8,8,0,2,29,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
241,2012,7.8,8,0,4,35,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
242,2012,7.8,8,0,4,57,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
243,2012,7.8,8,0,5,25,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
244,2012,7.8,8,0,5,32,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
245,2020,9.4,9.4,1,2,49,30,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
246,2022,9.5,9,2,2,141,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
247,2022,9.5,9,2,3,148,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
248,2022,9.5,9,2,4,157,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
249,2022,9.5,9,2,5,166,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
250,2022,9.5,9,2,6,174,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
251,2009,8.7,9.6,0,2,86,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
252,2009,8.7,9.6,0,2,123,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
253,2009,8.7,9.6,0,3,135,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
254,2009,8.7,9.6,0,3,177,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
255,2009,8.7,9.6,0,2,117,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
256,2009,8.7,9.6,0,2,145,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
257,2009,8.7,9.6,0,2,137,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
258,2009,8.7,9.6,0,2,165,20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
259,2009,8.7,9.6,0,2,154,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
260,2009,8.7,9.6,0,2,182,20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
261,2009,8.7,9.6,0,2,154,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
262,2009,8.7,9.6,0,2,182,28,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
263,2009,8.7,9.6,0,2,174,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
264,2009,8.7,9.6,0,2,202,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
265,2009,8.7,9.6,0,3,214,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
266,2009,8.7,9.6,0,3,256,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
267,2009,8.7,9.6,0,2,294,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
268,2009,8.7,9.6,0,2,322,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
269,2009,8.7,9.6,0,3,334,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
270,2009,8.7,9.6,0,3,376,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
271,2009,8.7,9.6,0,2,303,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
272,2009,8.7,9.6,0,2,331,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
273,2009,8.7,9.6,0,3,347,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
274,2009,8.7,9.6,0,3,389,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
275,2009,8.7,9.6,0,4,387,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
276,2009,8.7,9.6,0,4,443,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,2009,8.7,9.6,0,2,484,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
278,2009,8.7,9.6,0,2,512,106,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
279,2009,8.7,9.6,0,3,511,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
280,2009,8.7,9.6,0,3,553,106,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
281,2019,9.3,9.5,1,2,58,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
282,2019,9.3,9.5,1,4,63,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
283,2007,8.1,8.9,0,2,58,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
284,2007,8.1,8.9,0,2,65,15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
285,2007,8.1,8.9,0,2,63,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
286,2007,8.1,8.9,0,2,77,18,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
287,2007,8.1,8.9,0,2,83,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
288,2007,8.1,8.9,0,2,99,24,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
289,2007,8.1,8.9,0,3,63,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
290,2007,8.1,8.9,0,3,77,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
291,2007,8.1,8.9,0,4,78,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
292,2007,8.1,8.9,0,4,94,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
293,2007,8.1,8.9,0,1,35,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
294,2010,8.8,8.9,0,2,61,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
295,2010,8.8,8.9,0,2,68,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
296,2010,8.8,8.9,0,2,70,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
297,2010,8.8,8.9,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
298,2010,8.8,8.9,0,2,93,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
299,2010,8.8,8.9,0,2,103,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
300,2010,8.8,8.9,0,1,57,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
301,2010,8.8,8.9,0,1,63,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
302,2020,8.1,9.3,7,14,400,320,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
303,2012,9.6,9.4,0,2,90,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
304,2012,9.6,9.4,0,2,105,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
305,2012,9.6,9.4,0,2,120,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
306,2012,9.6,9.4,0,2,135,29,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
307,2012,9.6,9.4,0,2,160,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
308,2012,9.6,9.4,0,2,175,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
309,2013,9.2,9.2,0,2,173,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
310,2013,9.2,9.2,0,2,187,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
311,2013,9.2,9.2,2,4,317,60,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
312,2013,9.2,9.2,3,6,317,60,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
313,2013,9.2,9.2,3,6,403,160,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
314,2013,9.2,9.2,3,6,706,160,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
315,2010,9.4,9.4,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
316,2010,9.4,9.4,0,2,50,31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
317,2010,9.4,9.4,0,3,60,31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
318,2010,9.4,9.4,0,2,70,36,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
319,2010,9.4,9.4,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
320,2010,9.4,9.4,0,3,75,39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
321,2010,9.4,9.4,0,4,65,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
322,2010,9.4,9.4,0,5,73,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
323,2010,9.4,9.4,0,6,79,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
324,2010,9.4,9.4,0,4,75,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
325,2010,9.4,9.4,0,5,83,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
326,2010,9.4,9.4,0,6,91,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
327,2010,9.4,9.4,0,4,85,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
328,2010,9.4,9.4,0,5,93,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
329,2010,9.3,9.3,0,2,110,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
330,2010,9.3,9.3,0,1,102,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
331,2010,9.3,9.3,0,2,130,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
332,2010,9.3,9.3,0,1,121,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
333,2010,9.3,9.3,0,2,160,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
334,2010,9.3,9.3,0,1,149,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
335,2010,9.3,9.3,0,2,170,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
336,2010,9.3,9.3,0,1,158,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
337,2010,9.3,9.3,0,2,180,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
338,2010,9.3,9.3,0,1,167,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
339,2010,9.3,9.3,0,2,220,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
340,2010,9.3,9.3,0,1,205,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
341,2021,8.8,9.1,0,2,65,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
342,2021,8.8,9.1,0,2,72,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
343,2022,9.2,9.2,0,2,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
344,2022,9.2,9.2,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
345,2022,9.2,9.2,0,2,69,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
346,2022,9.2,9.2,0,1,55,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
347,2022,9.2,9.2,0,2,68,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
348,2022,9.2,9.2,0,3,72,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
349,2022,9.2,9.2,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
350,2010,7.9,7.9,0,2,36,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
351,2010,7.9,7.9,0,2,70,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
352,2010,7.9,7.9,0,1,54,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
353,2010,7.9,7.9,0,3,27,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
354,2010,7.9,7.9,0,3,60,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
355,2010,7.9,7.9,0,3,50,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
356,2010,7.9,7.9,0,3,85,21,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
357,2013,9.5,9.3,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
358,2022,9.8,9.6,0,2,260,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,2022,9.8,9.6,0,2,260,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,2015,9,9.2,0,2,110,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
361,2015,8.5,9.5,0,2,80,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
362,2015,8.5,9.5,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
363,2015,8.5,9.5,1,2,145,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
364,2015,8.5,9.5,0,2,180,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
365,2015,8.5,9.5,1,2,225,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
366,2015,8.5,9.5,1,4,195,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
367,2015,8.5,9.5,3,6,310,150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
368,2012,8.9,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
369,2012,8.9,8.8,0,2,69,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
370,2012,8.9,8.8,0,1,48,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
371,2012,8.9,8.8,0,1,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
372,2012,8.9,8.8,0,3,68,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
373,2012,8.9,8.8,0,3,89,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
374,2012,8.9,8.8,0,4,77,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
375,2012,8.9,8.8,0,4,105,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
376,2012,9.3,9.4,2,4,95,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
377,2012,9.3,9.4,2,6,80,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
378,2008,7.6,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
379,2008,7.6,8.8,0,2,60,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
380,2008,7.6,8.8,0,2,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
381,2008,7.6,8.8,0,2,65,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
382,2008,7.6,8.8,0,2,62,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
383,2008,7.6,8.8,0,2,70,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
384,2008,7.6,8.8,0,3,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
385,2008,7.6,8.8,0,3,75,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
386,2008,7.6,8.8,0,1,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
387,2008,7.6,8.8,0,1,50,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
388,2015,9.1,9.6,0,2,57,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
389,2015,9.1,9.6,0,4,70,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
390,2012,8.9,9.6,0,2,30,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
391,2012,8.9,9.6,0,2,60,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
392,2012,8.9,9.6,0,3,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
393,2012,8.9,9.6,0,4,48,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
394,2012,8.9,9.6,0,1,30,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
395,2012,8.9,9.6,0,1,45,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
396,2016,8.7,8.7,1,3,55,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
397,2009,7.7,8.6,0,2,45,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
398,2009,7.7,8.6,0,2,57,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
399,2009,7.7,8.6,0,1,42,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
400,2009,7.7,8.6,0,2,66,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
401,2009,7.7,8.6,0,1,76,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
402,2021,9.6,9.4,1,2,150,23,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
403,2007,9,9.8,1,2,76,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
404,2007,9,9.8,1,2,98,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
405,2007,9,9.8,1,3,102,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
406,2007,9,9.8,1,1,58,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
407,2020,9.3,9,0,2,55,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
408,2010,8,8,0,2,60,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
409,2010,8,8,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
410,2010,8,8,0,2,64,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
411,2010,8,8,0,1,59,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
412,2010,8,8,1,2,78,37,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
413,2010,8,8,1,3,101,37,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
414,2010,8,8,0,2,82,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
415,2010,8,8,0,2,86,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
416,2010,8,8,1,2,90,48,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
417,2010,8,8,1,3,113,48,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
418,2010,8,8,1,2,100,37,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
419,2010,8,8,1,3,134,37,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
420,2010,8,8,0,2,109,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
421,2010,8,8,0,3,120,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
422,2010,8,8,0,2,112,48,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
423,2010,8,8,0,3,146,48,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
424,2010,8,8,2,2,168,78,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
425,2010,8,8,2,3,179,78,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
426,2010,8,8,2,4,190,78,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
427,2020,8.9,9.8,0,2,60,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
428,2020,8.9,9.8,0,2,64,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
429,2020,8.9,9.8,0,1,27,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
430,2012,8.7,9.3,0,2,52,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
431,2012,8.7,9.3,0,2,64,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
432,2012,8.7,9.3,0,2,63,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
433,2012,8.7,9.3,0,2,81,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
434,2012,8.7,9.3,0,2,79,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
435,2012,8.7,9.3,0,2,91,38,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
436,2012,8.7,9.3,0,2,86,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
437,2012,8.7,9.3,0,2,98,38,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
438,2012,8.7,9.3,0,3,63,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
439,2012,8.7,9.3,0,3,81,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
440,2012,8.7,9.3,0,4,75,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
441,2012,8.7,9.3,0,4,99,38,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
442,2012,8.7,9.3,0,1,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
443,2012,8.7,9.3,0,1,51,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
444,2023,9.1,9.1,0,2,89,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
445,2023,9.1,9.1,0,1,97,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
446,2023,9.1,9.1,0,2,99,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
447,2023,9.1,9.1,4,8,380,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
448,2020,9.2,9.3,0,2,55,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
449,2020,9.2,9.3,0,3,70,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
450,2020,9.2,9.3,0,1,45,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
451,2020,9.2,9.3,0,2,56,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
452,2020,9.2,9.3,0,1,48,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
453,2020,9.2,9.3,0,2,58,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
454,2020,9.2,9.3,0,1,53,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
455,2020,9.2,9.3,0,2,59,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
456,2020,9.2,9.3,0,3,74,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
457,2020,9.2,9.3,0,4,89,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
458,2020,9.2,9.3,0,1,54,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
459,2009,8.3,8.9,0,2,80,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
460,2009,8.3,8.9,0,3,100,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
461,2009,8.3,8.9,0,1,73,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
462,2009,8.3,8.9,0,2,126,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
463,2009,8.3,8.9,0,3,164,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
464,2017,8.6,8.6,1,2,30,32,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
465,2017,8.6,8.6,1,3,40,32,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
466,2017,8.6,8.6,1,4,50,32,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
467,2017,8.6,8.6,1,5,60,32,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
468,2023,8.8,9.3,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
469,2023,8.8,9.3,0,3,57,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
470,2023,8.8,9.3,0,1,35,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
471,2014,9.5,9.7,1,2,65,50,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
472,2014,9.5,9.7,1,3,67,50,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
