Nosaukums,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,78,21,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,104,21,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,114,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,3,156,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,117,29,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,3,159,29,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,129,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,3,171,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,147,22,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,3,208,22,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,2,187,39,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,3,248,39,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,2018,8.7,9.4,0,4,301,39,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Sventes Rasa,2018,9,9.4,1,2,90,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,2018,9.4,9.4,0,2,60,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,2018,9.4,9.4,0,3,70,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,2018,9.4,9.4,0,4,80,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,2,47,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,2,77,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,2,94,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,2,94,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,2,161,35,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,3,107,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,3,128,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pegasa Pils Spa Hotel,2009,7.9,9.6,0,4,156,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Pils hotel with self check-in,2000,8.8,9.6,0,2,47,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Pils hotel with self check-in,2000,8.8,9.6,0,2,48,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Pils hotel with self check-in,2000,8.8,9.6,0,3,56,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Pils hotel with self check-in,2000,8.8,9.6,0,2,65,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Pils hotel with self check-in,2000,8.8,9.6,0,2,89,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Pils hotel with self check-in,2000,8.8,9.6,0,4,94,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
SportHotel,2012,7.8,8,0,2,23,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
SportHotel,2012,7.8,8,0,2,29,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
SportHotel,2012,7.8,8,0,4,35,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
SportHotel,2012,7.8,8,0,4,57,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
SportHotel,2012,7.8,8,0,5,25,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
SportHotel,2012,7.8,8,0,5,32,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Schwanenburg rest,2020,9.4,9.4,1,2,49,30,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
''Ābeļdārza māja'',2022,9.5,9,2,2,141,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
''Ābeļdārza māja'',2022,9.5,9,2,3,148,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
''Ābeļdārza māja'',2022,9.5,9,2,4,157,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
''Ābeļdārza māja'',2022,9.5,9,2,5,166,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
''Ābeļdārza māja'',2022,9.5,9,2,6,174,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,86,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,123,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,135,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,177,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,117,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,145,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,137,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,165,20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,154,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,182,20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,154,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,182,28,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,174,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,202,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,214,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,256,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,294,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,322,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,334,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,376,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,303,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,331,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,347,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,389,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,4,387,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,4,443,55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,484,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,2,512,106,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,511,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",2009,8.7,9.6,0,3,553,106,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Elen White Apartment,2019,9.3,9.5,1,2,58,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Elen White Apartment,2019,9.3,9.5,1,4,63,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,58,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,65,15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,63,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,77,18,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,83,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,2,99,24,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,3,63,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,3,77,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,4,78,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,4,94,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,2007,8.1,8.9,0,1,35,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Aparjods,2010,8.8,8.9,0,2,61,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,2,68,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,2,70,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,2,93,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,2,103,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,1,57,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Aparjods,2010,8.8,8.9,0,1,63,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Viesu nams Krauklīši,2020,8.1,9.3,7,14,400,320,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Skrundas muiža,2012,9.6,9.4,0,2,90,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,2012,9.6,9.4,0,2,105,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,2012,9.6,9.4,0,2,120,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,2012,9.6,9.4,0,2,135,29,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,2012,9.6,9.4,0,2,160,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,2012,9.6,9.4,0,2,175,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,0,2,173,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,0,2,187,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,2,4,317,60,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,3,6,317,60,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,3,6,403,160,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,2013,9.2,9.2,3,6,706,160,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Bille,2010,9.4,9.4,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,2,50,31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,3,60,31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,2,70,36,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,3,75,39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,4,65,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,5,73,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,6,79,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,4,75,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,5,83,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,6,91,47,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,4,85,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Bille,2010,9.4,9.4,0,5,93,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Malpils Manor,2010,9.3,9.3,0,2,110,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,102,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,2,130,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,121,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,2,160,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,149,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,2,170,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,158,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,2,180,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,167,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,2,220,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Malpils Manor,2010,9.3,9.3,0,1,205,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Čill easy,2021,8.8,9.1,0,2,65,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Čill easy,2021,8.8,9.1,0,2,72,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,2,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,2,69,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,1,55,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,2,68,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,3,72,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Hampton by Hilton Riga Airport,2022,9.2,9.2,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,2,36,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,2,70,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,1,54,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,3,27,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,3,60,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,3,50,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olimpija Hotel & SPA,2010,7.9,7.9,0,3,85,21,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jaun-Ieviņas,2013,9.5,9.3,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
7Mirrors,2022,9.8,9.6,0,2,260,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7Mirrors,2022,9.8,9.6,0,2,260,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lāde,2015,9,9.2,0,2,110,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,0,2,80,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,1,2,145,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,0,2,180,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,1,2,225,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,1,4,195,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Viesu nams Melnsils,2015,8.5,9.5,3,6,310,150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Veldzes Nams,2012,8.9,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,2,69,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,1,48,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,1,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,3,68,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,3,89,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,4,77,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veldzes Nams,2012,8.9,8.8,0,4,105,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Durbes Atvari - brīvdienu mājas ar saunu,2012,9.3,9.4,2,4,95,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Durbes Atvari - brīvdienu mājas ar saunu,2012,9.3,9.4,2,6,80,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,60,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,65,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,62,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,2,70,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,3,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,3,75,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,1,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Kolonna Hotel Rēzekne,2008,7.6,8.8,0,1,50,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Chill Inn,2015,9.1,9.6,0,2,57,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Chill Inn,2015,9.1,9.6,0,4,70,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Baltā māja,2012,8.9,9.6,0,2,30,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Baltā māja,2012,8.9,9.6,0,2,60,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Baltā māja,2012,8.9,9.6,0,3,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Baltā māja,2012,8.9,9.6,0,4,48,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Baltā māja,2012,8.9,9.6,0,1,30,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Baltā māja,2012,8.9,9.6,0,1,45,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Apartamenti Jēkabpilī,2016,8.7,8.7,1,3,55,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Viktorija,2009,7.7,8.6,0,2,45,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Viktorija,2009,7.7,8.6,0,2,57,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Viktorija,2009,7.7,8.6,0,1,42,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Viktorija,2009,7.7,8.6,0,2,66,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Viktorija,2009,7.7,8.6,0,1,76,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Briežu Stacija Off Grid Cabin,2021,9.6,9.4,1,2,150,23,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Hotel Cēsis,2007,9,9.8,1,2,76,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Hotel Cēsis,2007,9,9.8,1,2,98,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Hotel Cēsis,2007,9,9.8,1,3,102,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Hotel Cēsis,2007,9,9.8,1,1,58,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Camping Milk,2020,9.3,9,0,2,55,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rixwell Segevold Hotel,2010,8,8,0,2,60,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Rixwell Segevold Hotel,2010,8,8,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Rixwell Segevold Hotel,2010,8,8,0,2,64,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
